neighbourhood_cleansed,latitude,longitude,estimated_occupancy_l365d,room_type,property_type,accommodates,bedrooms,bathrooms,number_of_reviews,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_value,review_scores_location,availability_365,host_is_superhost,amenities,id,amenities_list,amenity_count,has_full_kitchen,has_laundry,has_parking,has_self_checkin,has_workspace,has_air_conditioning,has_outdoor_space,has_family_friendly,has_premium_leisure,has_view_or_water_access,allows_pets,has_entertainment,property_type_grouped
SIXTH WARD,42.65154,-73.76867,10,Private room,Private room in rental unit,1,1.0,1.0,29,0.43,1,4.83,4.76,4.72,320,f,"[""Smoke alarm"", ""Kitchen"", ""Trash compactor"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Host greets you"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Exercise equipment"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Shared patio or balcony"", ""Single level home"", ""Books and reading material"", ""Clothing storage: closet"", ""HDTV with Netflix"", ""Barbecue utensils"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Free street parking"", ""Cleaning products"", ""Bidet"", ""Stove""]",12799126,"['Smoke alarm', 'Kitchen', 'Trash compactor', 'Wifi', 'Hot water', 'Hair dryer', 'Dryer', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Bathtub', 'Cooking basics', 'Baking sheet', 'Shampoo', 'Iron', 'Hot water kettle', 'Host greets you', 'Dedicated workspace', 'Microwave', 'Heating', 'Exercise equipment', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Toaster', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Shared patio or balcony', 'Single level home', 'Books and reading material', 'Clothing storage: closet', 'HDTV with Netflix', 'Barbecue utensils', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Freezer', 'Free street parking', 'Cleaning products', 'Bidet', 'Stove']",45,1,1,1,0,1,1,1,0,1,0,0,1,Private room
FIFTEENTH WARD,42.66972,-73.82753,54,Entire home/apt,Entire home,6,4.0,2.0,196,1.67,9,4.67,4.77,4.8,338,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Ethernet connection"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Safe"", ""Hot water kettle"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Portable fans"", ""Free driveway parking on premises \u2013 2 spaces"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Laundromat nearby"", ""Garden view"", ""Books and reading material"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Keypad"", ""40 inch HDTV with standard cable"", ""High chair"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser""]",13083497,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Private patio or balcony', 'Ethernet connection', 'Gas stove', 'Wifi', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'Carbon monoxide alarm', 'Private backyard – Not fully fenced', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Shampoo', 'Iron', 'Central air conditioning', 'Safe', 'Hot water kettle', 'Microwave', 'Dining table', 'Heating', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'BBQ grill', 'Portable fans', 'Free driveway parking on premises – 2 spaces', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Laundromat nearby', 'Garden view', 'Books and reading material', 'Children’s books and toys', 'Free washer – In unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Babysitter recommendations', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Free dryer – In unit', 'Keypad', '40 inch HDTV with standard cable', 'High chair', 'Clothing storage: walk-in closet, closet, wardrobe, and dresser']",52,1,1,1,1,1,1,1,1,0,1,0,1,Entire place
TENTH WARD,42.65726,-73.78219,72,Private room,Private room in home,1,1.0,1.0,54,0.47,2,4.69,4.77,4.66,321,f,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Free driveway parking on premises"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",14316232,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Hair dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Bathtub', 'Cooking basics', 'Baking sheet', 'Iron', 'Dedicated workspace', 'Microwave', 'Dining table', 'Long term stays allowed', 'Oven', 'Toaster', 'Essentials', 'Lock on bedroom door', 'Free driveway parking on premises', 'Books and reading material', 'Clothing storage: closet', 'Central heating', 'First aid kit', 'Free washer – In unit', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Freezer', 'Free street parking', 'Fire extinguisher', 'Coffee maker: drip coffee maker, Keurig coffee machine', 'Free dryer – In unit', 'Cleaning products', 'Keypad', 'Stove', 'Shared backyard – Fully fenced']",43,1,1,1,1,1,1,1,0,0,0,0,1,Private room
FIFTEENTH WARD,42.673512,-73.819679,150,Entire home/apt,Entire home,7,2.0,2.0,134,1.19,25,4.96,4.69,4.86,352,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Paid crib"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Pets allowed"", ""Electric stove"", ""Oven"", ""BBQ grill"", ""Exterior security cameras on property"", ""Essentials"", ""Outdoor furniture"", ""Garden view"", ""First aid kit"", ""Baby bath"", ""Children\u2019s books and toys"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Game console"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Board games"", ""Lake access"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, premium cable, Roku, standard cable"", ""High chair""]",14989805,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Coffee maker', 'Hair dryer', 'Outdoor dining area', 'Carbon monoxide alarm', 'Paid crib', 'Pack ’n play/Travel crib - available upon request', 'Bathtub', 'Children’s dinnerware', 'Cooking basics', 'Shampoo', 'Iron', 'Central air conditioning', 'Dedicated workspace', 'Microwave', 'Heating', 'Pets allowed', 'Electric stove', 'Oven', 'BBQ grill', 'Exterior security cameras on property', 'Essentials', 'Outdoor furniture', 'Garden view', 'First aid kit', 'Baby bath', 'Children’s books and toys', 'Free washer – In unit', 'Dishes and silverware', 'Free parking on premises', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Game console', 'Fire extinguisher', 'Free dryer – In unit', 'Private backyard – Fully fenced', 'Keypad', 'Board games', 'Lake access', '55 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, premium cable, Roku, standard cable', 'High chair']",47,1,1,1,1,1,1,1,1,0,1,1,1,Entire place
NINTH WARD,42.65651,-73.77887,48,Private room,Private room in home,2,1.0,1.0,55,0.52,8,4.69,4.75,4.82,106,f,"[""Smoke alarm"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Books and reading material"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""40 inch HDTV with Fire TV, Netflix, Amazon Prime Video, Disney+, HBO Max, Hulu""]",15580397,"['Smoke alarm', 'Clothing storage: closet and dresser', 'Wifi', 'Shower gel', 'Hot water', 'Coffee maker', 'Hair dryer', 'Body soap', 'Mini fridge', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Shampoo', 'Iron', 'Dedicated workspace', 'Microwave', 'Dining table', 'Heating', 'Extra pillows and blankets', 'Long term stays allowed', 'Portable fans', 'Exterior security cameras on property', 'Toaster', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Books and reading material', 'Conditioner', 'Dishes and silverware', 'Hangers', 'Self check-in', 'Free street parking', 'Fire extinguisher', 'Cleaning products', 'Keypad', '40 inch HDTV with Fire TV, Netflix, Amazon Prime Video, Disney+, HBO Max, Hulu']",36,1,1,1,1,1,0,0,0,0,0,0,1,Private room
FOURTEENTH WARD,42.66075,-73.80605,255,Private room,Private room in guest suite,2,1.0,1.0,560,8.04,79,4.78,4.85,4.92,350,t,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Long term stays allowed"", ""HDTV"", ""Patio or balcony"", ""Essentials"", ""Outdoor furniture"", ""Single level home"", ""Free parking on premises"", ""Dishes and silverware"", ""Window AC unit"", ""Hangers"", ""Refrigerator"", ""Sun loungers""]",16531782,"['Smoke alarm', 'Kitchen', 'Wifi', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'Carbon monoxide alarm', 'Luggage dropoff allowed', 'Shampoo', 'Iron', 'Dedicated workspace', 'Heating', 'Long term stays allowed', 'HDTV', 'Patio or balcony', 'Essentials', 'Outdoor furniture', 'Single level home', 'Free parking on premises', 'Dishes and silverware', 'Window AC unit', 'Hangers', 'Refrigerator', 'Sun loungers']",25,1,1,1,0,1,1,1,0,0,0,0,1,Private room
FIFTH WARD,42.67614,-73.78169,0,Private room,Private room in home,1,,,132,1.23,0,4.92,4.94,4.67,364,f,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Host greets you"", ""Safe"", ""Free dryer \u2013 In building"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Essentials"", ""Laundromat nearby"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Free washer \u2013 In building"", ""Free street parking"", ""Fire extinguisher"", ""Breakfast"", ""Stove""]",17238066,"['Smoke alarm', 'Kitchen', 'Wifi', 'Hot water', 'Coffee maker', 'Hair dryer', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Shampoo', 'Host greets you', 'Safe', 'Free dryer – In building', 'Microwave', 'Heating', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Essentials', 'Laundromat nearby', 'Books and reading material', 'Clothing storage: closet', 'First aid kit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Free washer – In building', 'Free street parking', 'Fire extinguisher', 'Breakfast', 'Stove']",31,1,1,1,0,0,0,0,0,0,0,0,1,Private room
TENTH WARD,42.6584,-73.78309,0,Private room,Private room in home,1,1.0,1.0,56,0.52,0,4.75,4.66,4.7,259,f,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Toaster"", ""Essentials"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Free driveway parking on premises"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stove""]",17514620,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Hair dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Bathtub', 'Cooking basics', 'Baking sheet', 'Iron', 'Dedicated workspace', 'Microwave', 'Dining table', 'Long term stays allowed', 'Oven', 'Backyard', 'Toaster', 'Essentials', 'Lock on bedroom door', 'Shared patio or balcony', 'Free driveway parking on premises', 'Books and reading material', 'Clothing storage: closet', 'Central heating', 'First aid kit', 'Free washer – In unit', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Blender', 'Self check-in', 'Freezer', 'Coffee maker: drip coffee maker', 'Free street parking', 'Fire extinguisher', 'Free dryer – In unit', 'Cleaning products', 'Keypad', 'Stove']",44,1,1,1,1,1,1,1,0,0,0,0,1,Private room
FIFTEENTH WARD,42.67637,-73.82395,0,Entire home/apt,Entire home,6,2.0,1.0,58,0.6,0,4.97,4.79,4.97,365,t,"[""Shower gel"", ""Coffee maker"", ""Hair dryer"", ""Mini fridge"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Rice maker"", ""Pets allowed"", ""Exterior security cameras on property"", ""Toaster"", ""Coffee"", ""Organic body soap"", ""Crib"", ""Dishwasher"", ""Ethernet connection"", ""Outdoor dining area"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Organic conditioner"", ""Microwave"", ""Heating"", ""Long term stays allowed"", ""Oven"", ""Essentials"", ""Single level home"", ""Books and reading material"", ""Free washer \u2013 In unit"", ""Children\u2019s books and toys"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Cleaning products"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Table corner guards"", ""Private backyard \u2013 Not fully fenced"", ""Bed linens"", ""Bathtub"", ""Ceiling fan"", ""Baking sheet"", ""Safe"", ""Portable fans"", ""Outdoor furniture"", ""Self check-in"", ""Blender"", ""Babysitter recommendations"", ""Freezer"", ""Free street parking"", ""Free dryer \u2013 In unit"", ""Keypad"", ""High chair"", ""Outlet covers"", ""Exercise equipment: free weights, yoga mat"", ""Smoke alarm"", ""Private patio or balcony"", ""Baby safety gates"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water kettle"", ""Dining table"", ""Free carport on premises \u2013 3 spaces"", ""Extra pillows and blankets"", ""Bose sound system"", ""65 inch HDTV with Netflix, premium cable, Hulu, Roku, Amazon Prime Video"", ""Private sauna"", ""BBQ grill: gas"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Garden view"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Barbecue utensils"", ""Baby bath"", ""Dishes and silverware"", ""Game console"", ""Board games"", ""Private gym in building""]",18341426,"['Shower gel', 'Coffee maker', 'Hair dryer', 'Mini fridge', 'Luggage dropoff allowed', 'Central air conditioning', 'Rice maker', 'Pets allowed', 'Exterior security cameras on property', 'Toaster', 'Coffee', 'Organic body soap', 'Crib', 'Dishwasher', 'Ethernet connection', 'Outdoor dining area', 'Cooking basics', 'Iron', 'Room-darkening shades', 'Wine glasses', 'Dedicated workspace', 'Organic conditioner', 'Microwave', 'Heating', 'Long term stays allowed', 'Oven', 'Essentials', 'Single level home', 'Books and reading material', 'Free washer – In unit', 'Children’s books and toys', 'Hangers', 'Refrigerator', 'Fire extinguisher', 'Cleaning products', 'Stove', 'Kitchen', 'Clothing storage: closet and dresser', 'Wifi', 'Hot water', 'Private entrance', 'Table corner guards', 'Private backyard – Not fully fenced', 'Bed linens', 'Bathtub', 'Ceiling fan', 'Baking sheet', 'Safe', 'Portable fans', 'Outdoor furniture', 'Self check-in', 'Blender', 'Babysitter recommendations', 'Freezer', 'Free street parking', 'Free dryer – In unit', 'Keypad', 'High chair', 'Outlet covers', 'Exercise equipment: free weights, yoga mat', 'Smoke alarm', 'Private patio or balcony', 'Baby safety gates', 'Carbon monoxide alarm', 'Shampoo', 'Hot water kettle', 'Dining table', 'Free carport on premises – 3 spaces', 'Extra pillows and blankets', 'Bose sound system', '65 inch HDTV with Netflix, premium cable, Hulu, Roku, Amazon Prime Video', 'Private sauna', 'BBQ grill: gas', 'Drying rack for clothing', 'Laundromat nearby', 'Garden view', 'Pack ’n play/Travel crib', 'First aid kit', 'Barbecue utensils', 'Baby bath', 'Dishes and silverware', 'Game console', 'Board games', 'Private gym in building']",84,1,1,1,1,1,1,1,1,1,1,1,1,Entire place
NINTH WARD,42.65312,-73.78161,48,Private room,Private room in home,2,1.0,1.0,90,1.01,8,4.96,4.93,4.94,195,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Microwave"", ""Heating"", ""Washer"", ""Oven"", ""Air conditioning"", ""Essentials"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Keypad"", ""Stove""]",19527043,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Coffee maker', 'Hair dryer', 'Dryer', 'TV', 'Carbon monoxide alarm', 'Cooking basics', 'Iron', 'Microwave', 'Heating', 'Washer', 'Oven', 'Air conditioning', 'Essentials', 'Lock on bedroom door', 'Shared patio or balcony', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Fire extinguisher', 'Keypad', 'Stove']",29,1,1,1,1,0,1,1,0,0,0,0,1,Private room
FOURTEENTH WARD,42.65846,-73.80201,160,Entire home/apt,Entire home,9,5.0,2.0,127,1.26,20,4.94,4.87,4.87,353,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Air conditioning"", ""Essentials"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Lockbox"", ""Fire extinguisher"", ""Stove"", ""High chair""]",20519885,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Wifi', 'Hot water', 'Coffee maker', 'Hair dryer', 'Body soap', 'Dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Ceiling fan', 'Shampoo', 'Iron', 'Dedicated workspace', 'Microwave', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Air conditioning', 'Essentials', 'First aid kit', 'Free parking on premises', 'Dishes and silverware', 'Crib', 'Hangers', 'Refrigerator', 'Self check-in', 'Lockbox', 'Fire extinguisher', 'Stove', 'High chair']",37,1,1,1,1,1,1,0,1,0,0,0,1,Entire place
FIFTEENTH WARD,42.675,-73.82382,168,Entire home/apt,Entire home,6,2.0,1.0,99,0.98,28,4.91,4.77,4.86,365,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Ethernet connection"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Central air conditioning"", ""TV with standard cable"", ""Dedicated workspace"", ""Microwave"", ""Dryer \u2013\u00a0In unit"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Exterior security cameras on property"", ""Essentials"", ""Outdoor furniture"", ""Single level home"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Game console"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Keypad"", ""Stove""]",20620135,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Ethernet connection', 'Wifi', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'Outdoor dining area', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Cooking basics', 'Shampoo', 'Iron', 'Room-darkening shades', 'Central air conditioning', 'TV with standard cable', 'Dedicated workspace', 'Microwave', 'Dryer –\xa0In unit', 'Heating', 'Washer', 'Extra pillows and blankets', 'Pets allowed', 'Long term stays allowed', 'Oven', 'BBQ grill', 'Exterior security cameras on property', 'Essentials', 'Outdoor furniture', 'Single level home', 'Pack ’n play/Travel crib', 'First aid kit', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Game console', 'Fire extinguisher', 'Private backyard – Fully fenced', 'Keypad', 'Stove']",46,1,1,1,1,1,1,1,1,0,0,1,1,Entire place
SEVENTH WARD,42.64939,-73.76865,6,Entire home/apt,Entire rental unit,4,1.0,1.0,132,1.37,1,4.91,4.87,4.88,345,t,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Park view"", ""Bathtub"", ""Wifi \u2013 49 Mbps"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Drying rack for clothing"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""Central heating"", ""First aid kit"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Shared backyard \u2013 Fully fenced"", ""HDTV with Amazon Prime Video, Netflix, DVD player""]",20633175,"['Smoke alarm', 'Kitchen', 'Clothing storage: closet and dresser', 'Gas stove', 'Hot water', 'Private entrance', 'Hair dryer', 'Body soap', 'Carbon monoxide alarm', 'Bed linens', 'Luggage dropoff allowed', 'Park view', 'Bathtub', 'Wifi – 49 Mbps', 'Cooking basics', 'Shampoo', 'Iron', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Dining table', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Drying rack for clothing', 'Toaster', 'Essentials', 'Coffee', 'Laundromat nearby', 'Books and reading material', 'Central heating', 'First aid kit', 'Conditioner', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Lockbox', 'Fire extinguisher', 'Cleaning products', 'Shared backyard – Fully fenced', 'HDTV with Amazon Prime Video, Netflix, DVD player']",47,1,1,1,1,1,1,1,0,0,1,0,1,Entire place
NINTH WARD,42.65532,-73.78244,18,Entire home/apt,Entire home,2,1.0,1.0,49,0.48,3,4.92,4.88,4.92,200,t,"[""Smoke alarm"", ""Kitchen"", ""Ethernet connection"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""TV with standard cable"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Backyard"", ""Air conditioning"", ""Essentials"", ""First aid kit"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Keypad"", ""Stove""]",20671966,"['Smoke alarm', 'Kitchen', 'Ethernet connection', 'Wifi', 'Hot water', 'Hair dryer', 'Dryer', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Shampoo', 'Iron', 'TV with standard cable', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Backyard', 'Air conditioning', 'Essentials', 'First aid kit', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Fire extinguisher', 'Keypad', 'Stove']",34,1,1,1,1,1,1,1,0,0,0,0,1,Entire place
